Detected Text
3ng.567.39
3ng.567.39
3ng.567.39
""
3ng.567.39
""
3ng.567.39
""
""
""
""
""
3ng.567.39
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3ng.567.39
""
""
""
""
""
3ng.567.39
